2763.14	849
2763.749339	879
2764.358678	723
2764.968017	776
2765.577356	837
2766.186695	914
2766.796034	820
2767.405373	784
2768.014712	790
2768.624051	946
2769.23339	824
2769.842729	973
2770.452068	826
2771.061407	845
2771.670746	862
2772.280085	843
2772.889424	885
2773.498763	903
2774.108102	951
2774.717441	942
2775.32678	1036
2775.936119	1052
2776.545458	1022
2777.154797	1115
2777.764136	1174
2778.373475	1319
2778.982814	1323
2779.592153	1001
2780.201492	1225
2780.810831	1321
2781.42017	1540
2782.029509	1307
2782.638848	1302
2783.248187	1192
2783.857526	1287
2784.466865	1115
2785.076204	1354
2785.685543	1372
2786.294882	1329
2786.904221	1309
2787.51356	1215
2788.122899	1340
2788.732238	1266
2789.341577	1434
2789.950916	1353
2790.560255	1439
2791.169594	1322
2791.778933	1315
2792.388272	1430
2792.997611	1358
2793.60695	1324
2794.216289	1321
2794.825628	1413
2795.434967	1347
2796.044306	1189
2796.653645	1521
2797.262984	1428
2797.872323	1427
2798.481662	1849
2799.091001	1691
2799.70034	1308
2800.309679	1421
2800.919018	1377
2801.528357	1407
2802.137696	1394
2802.747035	1458
2803.356374	1392
2803.965713	1620
2804.575052	1849
2805.184391	1637
2805.79373	1782
2806.403069	1625
2807.012408	1583
2807.621747	1808
2808.231086	1891
2808.840425	2294
2809.449764	2173
2810.059103	2100
2810.668442	2043
2811.277781	2088
2811.88712	2244
2812.496459	3052
2813.105798	2575
2813.715137	2574
2814.324476	2856
2814.933815	2768
2815.543154	2504
2816.152493	2438
2816.761832	2757
2817.371171	2690
2817.98051	2418
2818.589849	2301
2819.199188	2389
2819.808527	2185
2820.417866	2278
2821.027205	2239
2821.636544	2332
2822.245883	2182
2822.855222	2184
2823.464561	2452
2824.0739	2626
2824.683239	2639
2825.292578	2349
2825.901917	2328
2826.511256	2216
2827.120595	2342
2827.729934	2371
2828.339273	2607
2828.948612	2492
2829.557951	2467
2830.16729	2196
2830.776629	2234
2831.385968	2322
2831.995307	2667
2832.604646	2748
2833.213985	2683
2833.823324	2424
2834.432663	2366
2835.042002	2335
2835.651341	2420
2836.26068	2866
2836.870019	2561
2837.479358	2472
2838.088697	2183
2838.698036	2211
2839.307375	2377
2839.916714	2579
2840.526053	2386
2841.135392	2532
2841.744731	2281
2842.35407	2265
2842.963409	2583
2843.572748	2770
2844.182087	2826
2844.791426	2356
2845.400765	2444
2846.010104	2328
2846.619443	2438
2847.228782	2367
2847.838121	2910
2848.44746	2748
2849.056799	2671
2849.666138	2402
2850.275477	2333
2850.884816	2361
2851.494155	2699
2852.103494	2665
2852.712833	2574
2853.322172	2614
2853.931511	2408
2854.54085	2182
2855.150189	2752
2855.759528	2810
2856.368867	2450
2856.978206	2416
2857.587545	2234
2858.196884	2209
2858.806223	2748
2859.415562	2715
2860.024901	2902
2860.63424	2838
2861.243579	2385
2861.852918	2549
2862.462257	2594
2863.071596	2466
2863.680935	2580
2864.290274	2334
2864.899613	2676
2865.508952	2261
2866.118291	2254
2866.72763	2370
2867.336969	2697
2867.946308	2544
2868.555647	2864
2869.164986	2371
2869.774325	2178
2870.383664	2455
2870.993003	2755
2871.602342	2768
2872.211681	2593
2872.82102	2467
2873.430359	2307
2874.039698	2750
2874.649037	2818
2875.258376	2882
2875.867715	2735
2876.477054	2431
2877.086393	2455
