2874.31	229
2874.915857	552
2875.521714	565
2876.127571	553
2876.733428	718
2877.339285	701
2877.945142	564
2878.550999	651
2879.156856	525
2879.762713	561
2880.36857	715
2880.974427	722
2881.580284	653
2882.186141	630
2882.791998	552
2883.397855	534
2884.003712	662
2884.609569	739
2885.215426	744
2885.821283	761
2886.42714	723
2887.032997	576
2887.638854	613
2888.244711	638
2888.850568	547
2889.456425	396
2890.062282	490
2890.668139	402
2891.273996	592
2891.879853	824
2892.48571	814
2893.091567	660
2893.697424	732
2894.303281	621
2894.909138	727
2895.514995	784
2896.120852	920
2896.726709	866
2897.332566	933
2897.938423	788
2898.54428	707
2899.150137	798
2899.755994	831
2900.361851	903
2900.967708	937
2901.573565	943
2902.179422	869
2902.785279	892
2903.391136	931
2903.996993	941
2904.60285	949
2905.208707	1027
2905.814564	1044
2906.420421	856
2907.026278	877
2907.632135	980
2908.237992	1061
2908.843849	1000
2909.449706	1363
2910.055563	1182
2910.66142	1101
2911.267277	1136
2911.873134	1102
2912.478991	1100
2913.084848	1119
2913.690705	1062
2914.296562	1079
2914.902419	1103
2915.508276	1307
2916.114133	1150
2916.71999	1198
2917.325847	1149
2917.931704	951
2918.537561	1060
2919.143418	1122
2919.749275	1286
2920.355132	1171
2920.960989	1129
2921.566846	1021
2922.172703	1091
2922.77856	1192
2923.384417	1311
2923.990274	1185
2924.596131	1215
2925.201988	1234
2925.807845	1127
2926.413702	1072
2927.019559	1187
2927.625416	1258
2928.231273	1333
2928.83713	1230
2929.442987	1093
2930.048844	1238
2930.654701	1111
2931.260558	1207
2931.866415	1120
2932.472272	1145
2933.078129	1064
2933.683986	1148
2934.289843	1230
2934.8957	1401
2935.501557	1371
2936.107414	1235
2936.713271	1212
2937.319128	1281
2937.924985	1308
2938.530842	1340
2939.136699	1435
2939.742556	1391
2940.348413	1379
2940.95427	1176
2941.560127	1321
2942.165984	1361
2942.771841	1473
2943.377698	1512
2943.983555	1480
2944.589412	1378
2945.195269	1247
2945.801126	1410
2946.406983	1417
2947.01284	1592
2947.618697	1515
2948.224554	1518
2948.830411	1271
2949.436268	1222
2950.042125	1326
2950.647982	1468
2951.253839	1499
2951.859696	1541
2952.465553	1407
2953.07141	1297
